dataset_id;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Publisher;Reference;Attributions;Created;Issued;Creator;Contributor;Contact name;Contact email;Accrual periodicity;Spatial;Temporal;Granularity;Data quality;Publisher type;Cycle de publication;Périodicité de mise à jour;Number of records;Published;Statut de publication
classification-darmement-des-voies;True;Classification d'armement des voies;"Liste des voies du Réseau Ferré National typées par groupes Demaux.  L’admission sur une ligne du réseau ferré national d’un matériel moteur est notamment fonction de l’armement, du type de rail et éventuellement du rayon de courbure de la ligne considérée.  Les lignes sont classées de 1 à 5 (groupes Demaux) : Les lignes classées de 1 à 3 font l’objet de restrictions de circulation (tonnage et vitesse limite), notamment pour les lignes de rayon faible ;Les lignes classées 4 à 5 sont accessibles sans restriction aux matériels moteurs respectant l’arrêté du 19 mars 2012 précité, sous réserve que le matériel présente des caractéristiques compatibles avec les sections sur lesquelles la circulation est envisagée. Ce jeu publie les données en l’état des bases à la date du 31/12/2021.   Les coordonnées géographiques sont une conversion des coordonnées ferroviaires en Lambert 93 et en WGS84 (EPSG:3857).  Dernière
mise à jour : 21/04/2023";Description du réseau;SNCF RESEAU,Voies,Infrastructure,Armement,Géolocalisation,classification,Groupe Demaux;Open Database License (ODbL);fr;Europe/Paris;2020-05-26;2023-06-28;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;17613;True;En retard
codes-couleur-des-lignes-transilien;True;Codes couleur des lignes Transilien;Codes couleurs des lignes Transilien, RER et train inclus. Code RVBCode hexadécimal;Horaires et itinéraires;Couleur,Ligne,RER,Ile-de-France,Transilien;Open Database License (ODbL);fr;;2021-07-29;2021-07-29;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;;16;True;
collisions-passages-niveau;False;Collisions sur les passages à niveau depuis 2004;"Collisions sur les passages à niveau publics pour véhicules depuis 2004, y compris avec des piétons.  Nombre total de passages
     à niveau : nombre total
annuel de passages à niveau (routier et piétons) sur voies exploitées.    (indicateur issus de SNCF Réseau)Collisions véhicules
     trains : nombre annuel d’accidents
dont la première conséquence est une collision, au niveau d’un passage à niveau
ou d’une traversée routière, d’au moins un véhicule ferroviaire avec un ou
plusieurs véhicules traversants. (indicateur issus de SNCF Réseau)Usagers tués : nombre total d’usagers des
passages à niveau tués lors d’un accident, y compris les accidents impliquant
un piéton. (indicateur issus de SNCF Réseau)Tués dans véhicule : nombre total d'usagers des passages à niveau tués dans des véhicules ferroviaires et véhicules routiers, y compris deux roues. (indicateur issus de SNCF Voyageurs)Piétons tués: nombre total de piétons tués suite à une collision sur un passage à niveau. (indicateur issus de SNCF Voyageurs)    Ces données sont issues des Rapports annuels Sécurité de SNCF Réseau et SNCF Voyageurs . Publiés chaque année, ces rapports dressent le bilan des activités sécurité de l’entreprise et répondent à l’obligation d’information faite à SNCF selon les termes de l’article 17 du décret n° 2006- 1279.";Sécurité ferroviaire;Sécurité,Accidents,Passages à niveau,Sécurité & Qualité de Service Ferroviaire;Open Database License (ODbL);fr;;2023-07-31;2023-07-31;2023-07-31;SNCF;;;;;Direction Sécurité & Qualité de Service Ferroviaire;;;;Annuelle;;Depuis 2004;;;;;Annuelle;19;True;En retard
comptage-voyageurs-trains-transilien;True;Comptage des voyageurs montants dans les trains Transilien;"Comptage des voyageurs montants dans les trains Transilien par tranche horaire. Ces comptages manuels sont réalisés tous les trois à quatre ans et comptent le nombre de montants pour : Chaque train d’une ligne Transilien et ce à chaque gare desservieChaque jour type (JOB, samedi et dimanche), hors travaux et vacances scolairesExplication des libellés utilisés : Nom gare : nom de la gareCode gare : code UIC. Il est unique et permet l’identification de la gareType de jour : précise le jour du comptage: samedi, dimanche ou JOB (mardi ou jeudi)Date de comptage : précise la date du comptageLigne : précise la ligne du train concernée lors du comptage car certaines gares sont desservies par plusieurs lignes. Dans ce cas, le détail est indiqué, comme dans l’exemple de la gare de Juvisy.Tranche horaire : tranche horaire associé à l’horaire d’arrivée du train dans la gareMontants : indique le nombre de montants dans les trains selon les critères ci-dessusDernière mise à jour du fichier : 1er juillet 2022 A chaque mise à jour, nous opérons un annule et remplace de la base de données : il n'y a aucune historisation des comptages. Pour une gare donnée, il peut y avoir plusieurs dates de comptages : Deux lignes qui passent par une même gare ne sont pas forcément comptées le même jour ;Et/ou il peut y avoir des journées de rattrapage si la première journée de comptage est incomplète. Ainsi, pour avoir le nombre de montants de référence, il faut conserver l'ensemble des données pour disposer de l'exhaustivité des comptages. Points d'attention : La ligne C a été interrompue les samedi et dimanche de comptage de la ligne D à Juvisy. Les montants de la ligne D en gare de Juvisy les samedi et dimanche sont donc majorés de reports de montants de la ligne C.Ajout d'une colonne ""Axe"" permettant d'identifier les axes d'une même ligne qui n'auraient pas été comptés à la même date.";Comptage et flux;Ile-de-France,Comptage,Transilien,montants;Open Database License (ODbL);fr;;2024-07-18;2024-07-18;2024-08-02;SNCF Voyageurs;;;;;;;;;;;;;;;;Annuelle;7940;True;
compte-de-resultat-2017-cso;True;Compte de résultat CSO de SNCF Réseau depuis 2015;Compte de résultat depuis 2015 issu du Rapport Financier du groupe SNCF Réseau au 31 décembre de chaque année (Comptes sociaux de l'EPIC SNCF RÉSEAU);Réseau;SNCF RESEAU,Comptes Sociaux,Compte de résultat;Open Database License (ODbL);fr;;2022-03-24;2021-07-01;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;21;True;En retard
comptes-resultats-gares;False;Comptes de résultats des gares;"Ce fichier présente les comptes de résultats des gares françaises présenté en Instances régionales de concertation (IRC) par SNCF en octobre 2015. Il permet de connaître les revenus et charges liés aux activités régulées et non régulées de Gares & Connexions. Deux versions des comptes de résultats des gares sont proposées : 
Une version synthétique dans le jeu de donnéesUne version complète en .xls en pièce jointe Les activités régulées liées aux infrastructures de service sont définies par le décret n°2012-70. Ces activités , telles que la prestation de base, sont à fournir à tout transporteur qui en fait la demande, dans des conditions transparentes et non discriminatoires. Elles donnent lieu à la perception d’une redevance liée au coût de la prestation.  Les activités non régulées correspondent essentiellement à la mise à disposition d’espaces pour les commerces et les bureaux.  Les Instances Régionales de Concertation (IRC) 2015 permettent de valider les tarifs proposés pour l’horaire de service 2017. Ces tarifs sont construits deux ans en avance pour permettre aux opérateurs d’en avoir connaissance un an avant le début de l’horaire de service. Par souci de transparence et afin de suivre l’évolution des différents postes de produits et de charges, les données relatives à 2014 et 2015 sont également fournies. »";Gares;Finance,Comptes de résultats,Gare de voyageurs;Open Database License (ODbL);fr;;2018-12-03;2018-12-03;2020-09-30;Gares & Connexions;;;;;;;;;Annuelle;;;Par gare;;;;Annuelle;516;True;En retard
comptes-rendus-securite-associations;False;Comptes-rendus des réunions sécurité avec les associations;Tous les trimestres, SNCF rencontre plusieurs associations de défense des consommateurs, usagers et victimes d’accidents collectifs, pour échanger et avancer sur le sujet de la sécurité ferroviaire. Organisées au Siège de SNCF, ces réunions rassemblent les représentants des associations et des membres de l’équipe dirigeante de SNCF.;Sécurité ferroviaire;Sécurité;Open Database License (ODbL);fr;;2019-07-01;2019-07-01;2021-04-06;SNCF;;;;;;;;;;;;;;;;Irrégulière;20;True;
consistance-reseau-ferroviaire-depuis-2003;False;Consistance du réseau ferroviaire depuis 2003;"Consistance du réseau ferroviaire de 2003 à 2013. 
""Lignes équipées de la radio sol-train"" : ce champ inclut également, depuis 2008, le GSM-R (Global System for Mobile communications – Railways), un standard de communication GSM adapté aux communications dans le secteur ferroviaire.""Lignes équipées de block automatique"" : dispositif de signalisation permettant d'espacer les trains. Compte tenu de leur masse importante et de leur vitesse, les trains ont besoin de grandes distances pour s’arrêter. Pour espacer les trains par la distance, la ligne est divisée en cantons, sachant qu'un seul train est admis dans le canton. L’entrée de chaque canton est commandée par un signal d’arrêt pouvant prendre la forme d'un block automatique. Dans ce cas, les essieux du train provoquent automatiquement la fermeture des signaux. Ces données sont issues du Rapport annuel Sécurité de l'exploitation  sur le réseau ferré national français. Publié chaque année, ce rapport  dresse le bilan des activités sécurité de l’entreprise et répond à  l’obligation d’information faite à SNCF selon les termes de l’article  17 du décret n° 2006- 1279 du 19 octobre 2006 relatif à la sécurité des circulations ferroviaires et à l'interopérabilité du système ferroviaire.";Réseau;Réseau,Infrastructure,Sécurité & Qualité de Service Ferroviaire;Open Database License (ODbL);fr;;2017-04-01;2017-04-01;2021-04-02;SNCF Réseau;;;;2014-07-07;;;;;;;De 2003 à 2013;;;;;;11;True;
proprete-en-gare;False;Contrôles de propreté en gare;Ce jeu de données informe sur le niveau de propreté des gares.   La propreté des gares est un enjeu fort pour SNCF. En vue de satisfaire les clients, SNCF réalise, conjointement avec le prestataire, des contrôles de conformité de la prestation de nettoyage, dont la fréquence varie en fonction de l’importance de la gare. Ces contrôles reposent sur la réalisation d’observations dans différentes zones de la gare abord, accès, hall, quais, … et sur différents supports (vitres, sols, signalétique). L’obligation de résultat est fixée à 90% de conformité minimum. En deçà, des actions correctives sont déclenchées rapidement et s’inscrivent dans une démarche d’amélioration continue.  Pour chaque gare, une ligne du jeu de données correspond à un ensemble mensuel de contrôles de propreté effectués suite au passage et actions des prestataires de nettoyage. Pour chaque mois sont indiqués le nombre d'observations total et le nombre d'observations non-conformes aux attendus dans la gare concernée.    Le taux de conformité se calcule par l'opération (nb d’observations – nb de non-conformités)/(nb d’observations).;Gares,Propreté;Propreté,Gares,Services en gare;Open Database License (ODbL);fr;;2024-08-01;2024-08-01;2024-08-01;Gares & Connexions;;;;;;;;;;;;;;;;Mensuelle;66906;True;
courriers-institutionnels;False;Courriers institutionnels;"Dans le cadre de sa démarche de transparence visant à rendre public le plus grand nombre de ses documents d’entreprise, SNCF publie les échanges de courriers institutionnels entre son équipe dirigeante et les représentants élus de l’État et des collectivités locales.   Pour des raisons légales, l’entreprise ne peut pas publier : 
les courriers contenant des informations personnellesles courriers mettant en cause un tiersles courriers contenant des informations sensibles pour la sécurité ou la sûretéles courriers pouvant compromettre des marchés en concurrence Enfin, pour respecter le droit au secret de la correspondance de nos partenaires institutionnels, nous leur accordons un droit d’opposition à la publication de leurs courriers.";Informations institutionnelles et financières;Courriers,Institutionnel,Transparence,Présidence;Open Database License (ODbL);fr;;2024-07-05;2024-07-05;2024-08-02;SNCF;;;;2014-12-04;;;;;;;;;;;;Trimestrielle;814;True;
cours-de-marchandise-accessible-apres-diagnostic;True;Cours de marchandises accessibles après diagnostic;Liste des cours de marchandise accessibles après diagnostic du Réseau Ferré National.  Les cours de marchandises permettent le chargement et le déchargement de wagons ainsi que le transbordement de marchandises de la voie ferrée à un autre mode de transport et vice versa. Elles sont composées d’une ou de plusieurs voies de service, le cas échéant de halles, quais ou bâtiments, et d’un accès routier permettant aux camions d’accéder au site.   Ce jeu publie les données en l’état des bases, à jour à la date de publication.;Réseau;SNCF RESEAU,Cours de marchandise;Open Database License (ODbL);fr;;2021-06-25;2021-06-25;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;198;True;En retard
cours-de-marchandise-directement-accessibles;True;Cours de marchandises directement accessibles;Liste des cours de marchandises directement accessibles du Réseau Ferré National.  Les cours de marchandises permettent le chargement et le déchargement de wagons ainsi que le transbordement de marchandises de la voie ferrée à un autre mode de transport et vice versa. Elles sont composées d’une ou de plusieurs voies de service, le cas échéant de halles, quais ou bâtiments, et d’un accès routier permettant aux camions d’accéder au site.   Ce jeu publie les données en l’état des bases, à jour à la date de publication.;Réseau;SNCF RESEAU,Cours de marchandise;Open Database License (ODbL);fr;;2022-03-24;2021-06-25;2024-01-10;SNCF Réseau;;;;;;;;;;;;;;;;Annuelle;180;True;En retard
